             0.6107173608,             0.0074480931,            -0.0379950077,            -0.0005337563,            -0.0144061361,             0.0074480931,             0.6279400393,            -0.0521936029,             0.0179783686,            -0.0153975460,            -0.0028052515,            -0.0002668781,            -0.0686353260,            -0.0038716446,            -0.2316889944,            -0.0005337563,             0.0179783686,            -0.0151913824,             0.1473393720,            -0.0071892246,             0.0089891843,             0.0181311503,            -0.2403003337,             0.0001294343,            -0.0751416004
             0.6102423808,             0.0182692084,            -0.0615863870,             0.0151717406,            -0.0596780753,             0.0182692084,             0.6150872514,            -0.0121900023,             0.0240241559,            -0.0222499115,             0.0110579221,             0.0075858703,            -0.0699423792,            -0.0024222016,            -0.2270254713,             0.0151717406,             0.0240241559,            -0.0231136116,             0.1561914381,            -0.0124162304,             0.0120120779,             0.0025559157,            -0.2294479066,             0.0029264890,            -0.0740700462
             0.6100959719,            -0.0037063203,            -0.0773209479,            -0.0084389722,            -0.0929622722,            -0.0037063203,             0.6479479189,             0.0269341144,             0.0019723189,             0.0444160773,             0.0088068216,            -0.0042194861,            -0.0707671237,             0.0016980108,            -0.2348016934,            -0.0084389722,             0.0019723189,             0.0071023419,             0.1404925851,             0.0015233765,             0.0009861594,             0.0045214954,            -0.2537276669,            -0.0010914719,            -0.0732824201
             0.6128069134,            -0.0290716269,            -0.0488830865,             0.0071340664,            -0.0032046193,            -0.0290716269,             0.6383520430,            -0.0336891841,             0.0322392841,            -0.0337681103,            -0.0067195916,             0.0035670332,            -0.0741554977,             0.0000426475,            -0.2248290695,             0.0071340664,             0.0322392841,             0.0291569219,             0.1631487744,             0.0093471137,             0.0161196420,             0.0035275701,            -0.2376016343,            -0.0098622566,            -0.0720962496
             0.6351727848,             0.0068643256,            -0.0247930278,             0.0090841159,            -0.0054030073,             0.0068643256,             0.5984571088,             0.0391115618,             0.0168525841,             0.0113834331,            -0.0012687182,             0.0045420579,            -0.0804252795,             0.0039942236,            -0.2386264181,             0.0090841159,             0.0168525841,             0.0011241215,             0.1579199486,            -0.0101952675,             0.0084262920,            -0.0093220064,            -0.2202685801,            -0.0016654709,            -0.0778369441
             0.6389287111,             0.0042181067,            -0.0327537090,            -0.0168329612,            -0.0696462402,             0.0042181067,             0.6345998520,             0.0569764338,            -0.0041359202,             0.0507315618,             0.0163783055,            -0.0084164806,            -0.0786592201,            -0.0001802212,            -0.2421163916,            -0.0168329612,            -0.0041359202,            -0.0045785491,             0.1546959279,            -0.0082551334,            -0.0020679601,            -0.0115389166,            -0.2399519621,            -0.0020185133,            -0.0613730348
             0.6002099236,            -0.0286951588,            -0.0033920059,            -0.0073490338,             0.0304634549,            -0.0286951588,             0.6040539468,            -0.0484029276,             0.0031853321,            -0.0538143928,            -0.0153350644,            -0.0036745169,            -0.0772630498,            -0.0016224215,            -0.2224075572,            -0.0073490338,             0.0031853321,             0.0254503159,             0.1553948092,             0.0212371142,             0.0015926660,            -0.0063802495,            -0.2243295688,            -0.0037290223,            -0.0635829308
             0.5998542782,             0.0244230185,             0.0031868280,             0.0136175081,             0.0523786824,             0.0244230185,             0.6204749161,            -0.0081823592,             0.0170774198,             0.0421568296,            -0.0160572173,             0.0068087541,            -0.0754425301,             0.0063906465,            -0.2200824685,             0.0136175081,             0.0170774198,            -0.0116417254,             0.1596893413,            -0.0058658368,             0.0085387099,             0.0319783485,            -0.2303927874,             0.0092785908,            -0.0642926233
             0.6378625641,             0.0424269128,            -0.0566320439,             0.0097669578,            -0.0802387480,             0.0424269128,             0.6145910678,            -0.0502230030,            -0.0088326785,            -0.0723589666,             0.0073870128,             0.0048834789,            -0.0693921056,             0.0034612495,            -0.2424419804,             0.0097669578,            -0.0088326785,            -0.0355044139,             0.1529786033,            -0.0242581762,            -0.0044163393,            -0.0061845029,            -0.2308062322,             0.0090843683,            -0.0773776826
             0.6264298638,            -0.0197697084,            -0.0681010590,            -0.0099939126,            -0.0946651005,            -0.0197697084,             0.6192895884,             0.0440969389,            -0.0061567201,             0.0832742164,             0.0102036607,            -0.0049969563,            -0.0775335965,             0.0013534962,            -0.2385694255,            -0.0099939126,            -0.0061567201,             0.0224767009,             0.1492910128,             0.0194641469,            -0.0030783601,             0.0145916824,            -0.2349992878,            -0.0001527807,            -0.0673250897
             0.6079764587,            -0.0292818058,            -0.0099583779,            -0.0142292494,             0.0360364743,            -0.0292818058,             0.6314178317,            -0.0138204986,             0.0168114993,            -0.0544280321,            -0.0145916764,            -0.0071146247,            -0.0801243457,            -0.0062449463,            -0.2233729180,            -0.0142292494,             0.0168114993,             0.0167919132,             0.1612306226,             0.0035195286,             0.0084057497,            -0.0274183915,            -0.2350936045,            -0.0128811386,            -0.0640575071
             0.6130884875,            -0.0024090815,             0.0255842346,             0.0014598472,             0.0193066488,            -0.0024090815,             0.5935088251,             0.0460945892,            -0.0174956236,             0.0440725805,            -0.0056090189,             0.0007299236,            -0.0697763398,             0.0028728042,            -0.2317980272,             0.0014598472,            -0.0174956236,             0.0081546899,             0.1494924331,            -0.0180454564,            -0.0087478118,            -0.0002810807,            -0.2220081960,            -0.0102272690,            -0.0708939035
