             0.6057870684,            -0.0269718535,             0.0199586027,            -0.0131857208,             0.0325290461,            -0.0269718535,             0.6191724971,             0.0312470816,            -0.0127477358,             0.0435074947,            -0.0126590896,            -0.0065928604,            -0.0763357910,            -0.0094400996,            -0.2256171115,            -0.0131857208,            -0.0127477358,             0.0080916544,             0.1545528455,             0.0180232962,            -0.0063738679,            -0.0004626538,            -0.2323098258,            -0.0044742786,            -0.0665106820
             0.6208072357,             0.0047209158,             0.0595744361,             0.0063404468,             0.0439612156,             0.0047209158,             0.6295645298,            -0.0432362265,            -0.0168341334,            -0.0360504375,            -0.0006104565,             0.0031702234,            -0.0691422551,             0.0062489676,            -0.2377184489,             0.0063404468,            -0.0168341334,             0.0077770195,             0.1453703379,            -0.0120061163,            -0.0084170667,             0.0067631179,            -0.2420970959,            -0.0036426003,            -0.0636797330
             0.6143521433,             0.0035544077,             0.0591469534,            -0.0129935106,             0.0529154638,             0.0035544077,             0.6268640579,            -0.0504585837,            -0.0091939613,             0.0043364940,            -0.0014812359,            -0.0064967553,            -0.0620646609,            -0.0061851687,            -0.2267042130,            -0.0129935106,            -0.0091939613,            -0.0159247451,             0.1609437173,             0.0161606327,            -0.0045969807,             0.0209007835,            -0.2329601703,             0.0098575202,            -0.0828076571
             0.6093295194,             0.0209931802,             0.0362894667,             0.0093053760,             0.0372666353,             0.0209931802,             0.6074649918,             0.0248202902,            -0.0145426215,            -0.0286478989,            -0.0077598951,             0.0046526880,            -0.0695695251,             0.0014869013,            -0.2242481560,             0.0093053760,            -0.0145426215,            -0.0180193776,             0.1608332073,            -0.0284152081,            -0.0072713107,            -0.0220814066,            -0.2233158923,            -0.0037110139,            -0.0870092723
             0.6188721687,            -0.0019945289,             0.0031499119,            -0.0054846849,             0.0162152140,            -0.0019945289,             0.6386338687,             0.0637387082,            -0.0037485079,             0.0753155904,            -0.0084069050,            -0.0027423424,            -0.0792442532,            -0.0049288931,            -0.2362502966,            -0.0054846849,            -0.0037485079,            -0.0078632574,             0.1463715755,             0.0230444579,            -0.0018742540,             0.0030460987,            -0.2461311466,             0.0105249645,            -0.0573987643
             0.6041256107,             0.0054782005,            -0.0236254621,             0.0105289027,            -0.0251335581,             0.0054782005,             0.6094068509,            -0.0675811277,             0.0000791100,            -0.1020387037,             0.0007936030,             0.0052644513,            -0.0759660704,            -0.0017714839,            -0.2219936161,             0.0105289027,             0.0000791100,            -0.0090211683,             0.1601383786,            -0.0144062189,             0.0000395550,            -0.0119643366,            -0.2246342362,            -0.0044640092,            -0.0616822313
             0.6299027222,            -0.0181459093,            -0.0155587550,             0.0047397477,            -0.0350282162,            -0.0181459093,             0.5599328067,             0.0396299845,            -0.0147533702,             0.0384588284,             0.0023580455,             0.0023698739,            -0.0721578176,             0.0049833306,            -0.2403950960,             0.0047397477,            -0.0147533702,             0.0281125705,             0.1491125302,             0.0126805656,            -0.0073766851,             0.0017842958,            -0.2054101383,            -0.0027326719,            -0.0742286203
             0.6378005764,            -0.0208315185,             0.0482076007,            -0.0044966684,             0.0219252464,            -0.0208315185,             0.6483570916,             0.0386654582,             0.0004907855,             0.0077977624,             0.0133865699,            -0.0022483342,            -0.0588257409,            -0.0007409698,            -0.2384518695,            -0.0044966684,             0.0004907855,             0.0193495790,             0.1608968374,            -0.0030470560,             0.0002453928,            -0.0176821821,            -0.2437301271,            -0.0119392873,            -0.0698877810
             0.6309150000,             0.0065239086,             0.0629526331,             0.0089185353,             0.0280897086,             0.0065239086,             0.5876285487,            -0.0392851143,            -0.0193208560,            -0.0293328331,             0.0077710343,             0.0044592677,            -0.0604352668,             0.0010660567,            -0.2370552633,             0.0089185353,            -0.0193208560,            -0.0043917952,             0.1568044733,             0.0040807520,            -0.0096604280,             0.0094354083,            -0.2154120377,             0.0053023303,            -0.0705214845
             0.6359816673,            -0.0013861153,             0.0590844617,             0.0032199232,             0.0265269458,            -0.0013861153,             0.6012487862,             0.0161798679,            -0.0197920323,             0.0179462851,             0.0063827418,             0.0016099616,            -0.0682491515,             0.0003385931,            -0.2420901724,             0.0032199232,            -0.0197920323,             0.0020633015,             0.1518013224,            -0.0046529033,            -0.0098960162,             0.0024931702,            -0.2247237319,            -0.0030195093,            -0.0794575650
