 -5.051168886972E-01, -5.109924929219E-01,
 -4.869983292150E-01, -3.902317755354E-01,
 -5.063093048124E-01, -3.059473570189E-01,
 -5.108518994223E-01, -1.933544393302E-01,
 -5.090380052002E-01, -1.138174888942E-01,
 -5.076680665014E-01,  1.390484729543E-02,
 -4.979245502104E-01,  9.162696811444E-02,
 -5.028961381850E-01,  2.039851087827E-01,
 -5.015744347757E-01,  2.897460911963E-01,
 -5.147310323233E-01,  4.125098277095E-01,
 -4.870846449016E-01,  5.052773978978E-01,
 -3.883035012967E-01, -4.989956317115E-01,
 -4.008000235499E-01, -3.993971100665E-01,
 -3.875973318505E-01, -3.090324341734E-01,
 -3.883177414617E-01, -1.995059607395E-01,
 -3.982042414760E-01, -1.144294764546E-01,
 -4.131357804652E-01, -1.292897251965E-02,
 -3.877184705396E-01,  8.799768106178E-02,
 -4.076843936697E-01,  2.063205790119E-01,
 -4.123564049590E-01,  3.036312623122E-01,
 -4.050021162049E-01,  3.879253518812E-01,
 -3.981337798956E-01,  5.120150251879E-01,
 -2.883144332488E-01, -4.913498295793E-01,
 -3.122529217549E-01, -4.086257009648E-01,
 -2.905685930910E-01, -3.103120743818E-01,
 -2.956268213514E-01, -1.930792751716E-01,
 -2.850115592638E-01, -8.582627550421E-02,
 -2.874625261002E-01, -7.611168372847E-03,
 -3.075981933044E-01,  8.780053526888E-02,
 -2.992637374829E-01,  1.961888091327E-01,
 -2.881188819451E-01,  2.974015037312E-01,
 -3.012936605910E-01,  4.003392570548E-01,
 -2.986997819658E-01,  5.082892771857E-01,
 -1.906573960750E-01, -4.931147798271E-01,
 -1.943427815767E-01, -4.032976000263E-01,
 -1.938850865477E-01, -2.945640983781E-01,
 -2.091603117110E-01, -1.939555272485E-01,
 -1.901763344258E-01, -9.934456373191E-02,
 -1.913215169157E-01, -6.566963902511E-03,
 -2.056382002706E-01,  9.419326542088E-02,
 -2.114726590175E-01,  1.973496608198E-01,
 -2.093522371773E-01,  3.087581506082E-01,
 -2.122286028959E-01,  4.043423498430E-01,
 -1.997088024557E-01,  5.000995885762E-01,
 -1.135141466975E-01, -5.048736515832E-01,
 -1.028831093589E-01, -3.883307154702E-01,
 -9.355281291175E-02, -2.979946416694E-01,
 -1.127239988104E-01, -1.989497159754E-01,
 -9.114877477118E-02, -8.702368917240E-02,
 -9.899238426461E-02, -3.084637764349E-03,
 -8.658271125725E-02,  1.069648632232E-01,
 -1.118953599199E-01,  1.938176075017E-01,
 -8.887967257738E-02,  3.006859363376E-01,
 -1.013775779258E-01,  3.854533067807E-01,
 -9.723353737001E-02,  5.110797379277E-01,
 -7.603567525473E-03, -5.076031131798E-01,
 -3.170160905625E-04, -4.116536923547E-01,
  6.258500209388E-03, -3.042260004284E-01,
 -1.218680943036E-02, -2.136906127691E-01,
  6.907265415840E-03, -9.650219783545E-02,
 -2.094376951683E-03, -1.138793772942E-02,
  6.509301324880E-03,  1.032663831082E-01,
  1.368066871466E-02,  2.139765136963E-01,
 -3.604503417982E-03,  2.862614743087E-01,
  6.709048848077E-03,  4.062122061430E-01,
  4.162134536923E-03,  4.859795904313E-01,
  1.081431832679E-01, -4.911657668950E-01,
  8.681359619578E-02, -3.923987029832E-01,
  9.050127486605E-02, -2.970924050065E-01,
  9.331536378504E-02, -2.096035681585E-01,
  1.011243921054E-01, -9.513030453223E-02,
  1.119410244234E-01,  9.587779639550E-03,
  9.821684731312E-02,  1.034275625988E-01,
  1.012058484126E-01,  1.850810336153E-01,
  9.803099394534E-02,  2.986986851034E-01,
  1.024916165489E-01,  3.871190451728E-01,
  9.325715022862E-02,  5.049505980004E-01,
  2.122204137353E-01, -4.990525684740E-01,
  2.101450872476E-01, -3.985148860149E-01,
  1.861314207735E-01, -3.042909684232E-01,
  1.921894675271E-01, -1.983480182559E-01,
  2.047795939517E-01, -9.904319132353E-02,
  1.964921706582E-01,  8.456641315811E-03,
  1.949305718613E-01,  1.080758809908E-01,
  2.002742834214E-01,  2.074427535014E-01,
  2.022513841667E-01,  3.053136586574E-01,
  2.046085120855E-01,  3.863432940046E-01,
  1.883405717991E-01,  5.104648359785E-01,
  3.017906572564E-01, -5.051907726919E-01,
  2.851845551175E-01, -3.899258593977E-01,
  2.878669828057E-01, -2.900843121823E-01,
  2.912085355632E-01, -2.054871205544E-01,
  2.993962594291E-01, -9.899455293646E-02,
  2.984213292281E-01, -1.103894691610E-02,
  3.114341035688E-01,  1.049066729056E-01,
