            88.7359037816,             4.4574015174,            -1.1552224289,             8.5908038347,            -5.0777000016
            86.2125072736,            -0.9253550163,            -3.1202484467,            -3.6527400270,             0.5777952686
            87.1226133355,            -0.4976676565,            -1.3372443981,             6.9108463549,            -0.3774303335
            87.9808885681,            -3.2566230269,            -1.3815556368,            -6.0207418760,            -2.7233784443
            86.2975425192,             0.6477650450,             0.2697048451,             3.7760325571,            -3.2476397613
            88.4056125143,            -0.7318099010,             0.0824568682,            -5.7790739841,             0.3165856623
            84.7808163423,             2.8267360370,            -3.6919919962,            -1.8831467382,             1.9286490394
            83.6820717288,             2.7269372377,            -1.7000929309,             2.6311122997,             5.0833926915
            84.9706204820,            -1.2680215838,            -5.3370895912,            -5.2452445865,             4.0986723876
            84.1784257863,             0.1674547534,            -4.9627737187,            -1.5853806496,             3.6173589450
            85.5062121365,             0.0134112968,            -1.4648563691,             7.8479629137,            -1.1553644077
            87.2633118266,            -1.9582698896,             4.8142127340,             0.7548842206,            -4.1001474918
            88.5406304155,            -5.5786565040,             1.8473577194,            -8.9982574272,            -6.5367785247
            87.1585550927,             3.7188637604,            -2.0837673024,            -5.1525834075,             3.7450014929
            90.1195508536,             8.1769865251,             1.3194215694,            14.3749168132,            -6.6190756162
            89.2280806009,            -1.2745664555,            -0.0311117310,            -6.9636311638,            -4.2566362768
            84.7778360622,            -5.9970068701,            -1.2580476988,            -9.1551272698,             1.1645313657
            84.9091080216,             0.0169874746,            -5.2870455176,             3.1297391958,             6.0313975720
            87.9301460506,             4.3074940157,             4.1070390968,            13.9492623518,            -4.8196460243
            87.5526857293,            -3.1049750855,             0.7484823541,           -14.4101634404,            -4.0870448053
            83.7794473339,             0.8528327635,            -2.9393853737,             5.5408200053,             3.1524596891
            87.3291799073,             2.5877116073,            -1.4435855735,            -0.3045240785,             3.4987764315
            87.2761960054,            -0.7458005788,             2.0603687789,            -6.0304920916,            -3.5195926217
            84.8583771885,            -0.2595367065,            -1.3375615499,             0.5925366723,             1.9914603817
            88.6948133289,             4.4671823594,            -2.4403968587,            10.8819896386,            -4.7717568433
            90.8818448494,             0.3564077795,             0.1372821197,            -6.3517028699,            -7.1753573730
            87.5745465856,            -2.5982221327,            -2.4196590126,            -8.1851362543,            -1.9488000821
            86.0894714455,            -2.5403691850,             0.7239739876,             2.3975526611,            -2.6707579296
            84.9458526369,            -2.2962895817,            -0.4826309180,            -5.1138109236,             4.9730371475
            83.8143512202,             3.6614828994,            -0.6798636771,             7.2047131744,            -1.1355464002
            87.9301931523,             5.7252638411,            -1.0896762580,             9.2724550333,            -3.7700506431
            89.2892533831,            -0.7184842156,             2.0886847664,            -2.7623155608,            -4.9925676172
            87.9029635258,            -3.5589714191,            -0.8470877573,            -0.9330872656,             4.4861355258
            86.7203443153,            -2.1227686951,            -2.6710546571,            -2.0540967427,             6.4909287885
            84.8915019477,             2.7201814382,             3.6713399260,             5.7118347171,            -0.1879164544
            84.5214313780,             0.4491724271,             1.8525393892,            -4.5505426439,            -0.8963419909
            83.3652119090,             0.6630899157,             2.3629291425,             2.1076077085,             3.6768690644
            84.0413917058,             1.0067488239,            -1.5011061146,            -7.7382604218,             7.4296878860
            81.7604176466,             1.1668565319,             0.6028601197,             0.6776935078,             4.6918019034
            83.9601215249,             3.0171968587,            -3.2574653469,             1.1896103848,             8.0089790259
            88.3276688125,            -0.0946843646,             3.0584659594,             8.4182299068,            -4.6672030824
            90.6172313023,            -1.3145577394,            -0.0838445281,            -1.7863149912,            -4.0209985335
            90.4615238984,             1.5347720377,            -1.5252948301,            -1.4978709290,            -5.8850264565
            89.9558194180,             0.5162223453,            -0.6663021993,            -3.7123953046,            -6.5955769412
            90.3460173785,            -3.3667342390,             4.1992396959,            -6.7243516130,            -8.5959812120
            86.2039777786,            -7.1241486941,             2.4155062251,            -4.9812922458,            -2.2914490442
            87.4148695298,             3.2675901417,             3.4287974979,             6.0271067327,            -4.1497891854
            89.8269112450,             5.0690807082,             2.7081129597,            -2.1461380487,            -9.2586770331
            87.0829847494,             3.5284891210,            -2.3176486281,            -1.5331647087,             0.6369471372
            87.5820806029,             2.4142834805,            -5.2146981211,             3.8977013119,             2.2624565953
            88.3813027321,            -1.9722424299,            -3.6967263533,             0.5074792368,             0.5270151424
            89.5338901088,            -7.6133973254,             0.2639146356,            -6.9864085027,            -6.0123546462
            90.9080564694,            -5.3477552707,            -1.2652083364,             5.4331335950,            -1.8153243944
            91.3928505917,             1.4750763796,             0.6051750666,             5.7986726690,            -2.1672605366
            92.2148951544,            -0.2150049417,             7.9496010473,             6.1131797771,           -16.0165055903
            92.9770371726,            -2.5241391716,             1.0296506191,            -5.9039081033,            -7.0067203328
            88.2267245756,             1.3805868416,             3.8850963825,             0.3517144629,            -7.0385063345
            89.3996700783,            -3.1546672612,             3.1551791857,             4.7192268734,             0.9271478385
            87.7785273246,             0.8649990088,            -1.8707682985,            -8.5938995597,             3.4875328214
            85.6812339579,             3.2040361248,             2.9276976479,             6.9241172657,            -3.4350574698
            85.8766004013,            -1.9377113742,             2.4466466238,            -4.3177943586,             0.3794688188
            84.1908014572,             3.3315410584,             0.9316167608,            -2.1042834215,             0.8372838810
            86.2770821659,             2.4632531935,             4.7314464763,             9.8029204888,            -4.5287753628
            90.7011789295,            -2.0782338188,             2.7781361549,            13.0977316565,            -1.7342108798
            89.2144775478,            -1.7333306665,             1.4579701984,            -9.9099803296,            -7.0861480720
            88.1086215805,             4.4367396967,             1.3181302475,            12.3724628857,            -6.9280721182
            92.5138799609,            -0.9771275317,             2.1760431263,             0.3049377291,           -10.7737188033
            89.8223485590,            -3.5279487270,            -1.0404988350,            -3.4504183562,            -2.3486831303
            87.8005450502,            -0.0077833338,            -2.7750288792,            -5.8703515114,            -1.0097467892
            86.9420001715,            -1.5703312004,             0.7794854152,            -4.9418380883,            -1.2958041443
            84.6256261991,            -0.3848795549,            -5.3392482799,             1.8117232723,             8.2546776233
            85.9752678435,             3.4785850954,            -0.7088546942,             7.6127020352,            -0.3698683345
            87.1676151563,            -4.6906107283,             0.2607890271,            -8.9059898350,            -3.6217043820
            82.7134360948,             1.3881312322,            -2.4707103932,            -6.9618850431,             3.1800959994
            83.9433788310,             3.3978763213,             1.8776878666,             9.2732915491,             0.0995047423
            85.9614205162,            -0.3169177894,            -2.3904475147,            -0.0147242386,            -1.2400216262
            87.8791370356,             6.7976024753,            -5.6061426385,             8.5767138676,            -0.4310189912
            91.0590915590,            -2.1606522233,             1.8632140949,             1.8313336385,            -5.9398485495
            86.7791332436,            -6.7372685890,            -8.3894101036,           -10.8909492260,            -0.1916190376
            83.8022453862,             2.3317255740,            -3.0523939470,            -3.3633665613,             1.0411093914
            84.5721203759,             1.3197077873,             0.3137328938,             6.2323576325,             0.9481200373
            85.7835933885,            -1.3200468015,             2.6074396393,            11.6968817518,             2.4637283368
            86.6222673983,            -1.6215426375,             1.6103096877,            -7.8861308898,            -6.7214692925
            83.1517583407,             3.2800961189,            -0.6390420756,            -3.0475764281,            -1.5313132717
            87.6087582419,            -2.3481900727,             4.6603591237,             9.7562785603,           -10.0930352523
            89.8005005917,            -1.7019153480,            -4.5261796128,             4.8046715313,            -2.5095626561
            87.3545458969,             3.0206018757,             1.8026612063,            -8.0109102041,             1.8965133394
            86.1391833228,            -5.2193362112,             5.6020790874,             1.8473743017,            -1.8231243883
            88.2929120979,            -4.2605070064,            -1.8523046791,             2.3071612492,             3.4230902199
